t,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Roll_deg,Pitch_deg,Yaw_deg,Ax_w,Ay_w,Az_w,VelX,VelY,VelZ,PosX,PosY,PosZ,|a_body|,|a_world|
0.25,5.306,2.418,8.236,0.22134,-0.27502,-0.18213,14.727000000000002,-36.074,-160.72118505999998,-4.367399800048078,-2.659398461663977,-1.1902943390770155,-1.0671781145017885,-0.6496589066708582,-0.3117338480400228,-0.13784144453376135,-0.08337987278017209,-0.04105374427361354,10.091187046130896,5.250083980756833
0.26,5.253,2.543,8.159,0.22134,-0.27502,-0.18213,14.689000000000002,-36.079,-160.71998993399995,-4.374336074349412,-2.6643678267235624,-1.1891529075668534,-1.1109214752452825,-0.6763025849380939,-0.32362537711569134,-0.14895065928621418,-0.09014289862955302,-0.04428999804477045,10.031457471374736,5.258113411196925
0.27,5.253,2.543,8.159,0.22134,-0.27502,-0.18213,14.656000000000002,-36.085,-160.71891480799997,-4.380448219857626,-2.672876649814705,-1.1766198628754834,-1.1547259574438589,-0.703031351436241,-0.33539157574444617,-0.16049791886065276,-0.09717321214391543,-0.04764391380221491,10.031457471374736,5.264696619340154
0.28,5.229,2.442,8.26,0.22134,-0.27502,-0.18213,14.628000000000002,-36.09000000000001,-160.71785968199995,-4.38496047699832,-2.685458378636697,-1.1644169070395611,-1.198575562213842,-0.7298859352226079,-0.3470357448148418,-0.17248367448279117,-0.10447207149614152,-0.05111427125036333,10.076378565734814,5.272137310581634
0.29,5.229,2.442,8.26,0.22134,-0.27502,-0.18213,14.601000000000003,-36.09000000000001,-160.71688455599997,-4.398947577513981,-2.70241172728244,-1.1455944667944535,-1.2425650379889819,-0.7569100524954323,-0.3584916894827863,-0.184909324862681,-0.11204117202109584,-0.054699188145191195,10.076378565734814,5.288303661460814
0.3,5.258,2.476,8.317,0.22134,-0.27502,-0.18213,14.579000000000002,-36.101,-160.71604942999994,-4.405805361710628,-2.7237999922591545,-1.125191858790572,-1.2866230916060881,-0.7841480524180239,-0.369743608070692,-0.19777555577874187,-0.11988265254527608,-0.058396624225898114,10.146409660564666,5.300590910662477
0.31,5.258,2.476,8.317,0.22134,-0.27502,-0.18213,14.562,-36.123,-160.7152943039999,-4.416260957591596,-2.7496922305742286,-1.1011592046018652,-1.3307857011820041,-0.8116449747237662,-0.38075520011671066,-0.21108341279056192,-0.12799910229251374,-0.06220417622706522,10.146409660564666,5.317585899852256
0.32,5.373,2.547,8.274,0.22134,-0.27502,-0.18213,14.54,-36.145,-160.7146591779999,-4.431115338041301,-2.776740060765338,-1.0671951445481132,-1.3750968545624171,-0.8394123753314195,-0.39142715156219177,-0.22483438133618608,-0.13639322604582793,-0.06611844774268714,10.188984934722397,5.337037940714965
0.33,5.373,2.547,8.274,0.22134,-0.27502,-0.18213,14.524,-36.178,-160.71424405199988,-4.449173245586043,-2.8012708286968055,-1.0320099545087762,-1.4195885870182776,-0.8674250836183877,-0.40174725110727955,-0.23903026720636886,-0.1450674768820118,-0.07013592025375993,10.188984934722397,5.357919873528489
0.34,5.392,2.547,8.26,0.22134,-0.27502,-0.18213,14.507,-36.205,-160.7138489259999,-4.461422193839945,-2.8233485895923307,-0.9801985169678855,-1.464202808956677,-0.895658569514311,-0.4115492362769584,-0.2536722952959356,-0.1540240625771549,-0.07425141261652951,10.187662783975528,5.369951059619321
0.35000000000000003,5.392,2.547,8.26,0.22134,-0.27502,-0.18213,14.491,-36.233,-160.71353379999988,-4.48186416171216,-2.847448071264256,-0.9322716832689728,-1.5090214505737987,-0.9241330502269536,-0.4208719531096481,-0.2687625098016736,-0.16326539307942442,-0.078460132147626,10.187662783975528,5.391122088583372
0.36,5.54,2.648,8.337,0.22134,-0.27502,-0.18213,14.473999999999998,-36.24900000000001,-160.71333867399989,-4.503765894820696,-2.8793112061464994,-0.881415117792148,-1.5540591095220055,-0.9529261622884185,-0.4296861042875696,-0.28430310089689365,-0.1727946547023086,-0.0827569931905017,10.354181425878146,5.417677811301021
0.37,5.54,2.648,8.337,0.22134,-0.27502,-0.18213,14.458,-36.266,-160.7130435479999,-4.535723865214508,-2.9045267906343017,-0.8343047875939432,-1.5994163481741506,-0.9819714301947615,-0.438029152163509,-0.30029726437863513,-0.1826143690042562,-0.08713728471213679,10.354181425878146,5.450241401772128
0.38,5.598,2.705,8.509,0.22134,-0.27502,-0.18213,14.447,-36.277,-160.71306842199988,-4.584282696184896,-2.9357986255820236,-0.7850830172735043,-1.6452591751359995,-1.0113294164505817,-0.44587998233624404,-0.3167498561299951,-0.19272766316876203,-0.09159608453549922,10.538392192360275,5.500083340506835
0.39,5.598,2.705,8.509,0.22134,-0.27502,-0.18213,14.442,-36.288,-160.71309329599987,-4.623858489970014,-2.9637709107531247,-0.7534484703072679,-1.6914977600356997,-1.040967125558113,-0.4534144670393167,-0.3336648337303521,-0.20313733442434315,-0.09613022920589238,10.538392192360275,5.543617045224403
0.4,5.622,2.72,8.653,0.22134,-0.27502,-0.18213,14.442,-36.31000000000001,-160.71355816999986,-4.6744184013085475,-2.99026601452159,-0.7197701250976748,-1.7382419440487853,-1.070869785703329,-0.46061216829029344,-0.35104725317083996,-0.21384603228137644,-0.10073635088879532,10.671442873388772,5.595529220822451
0.41000000000000003,5.622,2.72,8.653,0.22134,-0.27502,-0.18213,14.447,-36.332,-160.71402304399987,-4.714369954310179,-2.996502805309954,-0.7026824829136985,-1.7853856435918871,-1.1008348137564286,-0.4676389931194304,-0.3689011096067588,-0.22485438041894074,-0.10541274081998962,10.671442873388772,5.630104421778227
0.42,5.784,2.658,8.782,0.22134,-0.27502,-0.18213,14.479999999999999,-36.35900000000001,-160.71526791799985,-4.761966114022391,-2.992681882430132,-0.7035202081928652,-1.833005304732111,-1.13076163258073,-0.47467419520135906,-0.3872311626540799,-0.23616199674474803,-0.11015948277200321,10.846342424983641,5.668104339535292
0.43,5.784,2.658,8.782,0.24728,-0.27524,-0.18539,14.513,-36.381,-160.71642473999984,-4.791898838492804,-2.9754638040355212,-0.7195653279551351,-1.8809242931170391,-1.1605162706210852,-0.4818698484809104,-0.4060404055852503,-0.24776715945095887,-0.11497818125681232,10.846342424983641,5.6862512773064635
0.44,5.77,2.682,8.696,0.24728,-0.27524,-0.18539,14.589999999999998,-36.42000000000001,-160.71834156199986,-4.8208587913575425,-2.941558326145877,-0.750612312541287,-1.9291328810306145,-1.189931853882544,-0.4893759716063233,-0.42533173439555644,-0.2596664779897843,-0.11987194097287555,10.775269834208329,5.697092566920957
0.45,5.77,2.682,8.696,0.24728,-0.27524,-0.18539,14.660999999999998,-36.458,-160.72037838399987,-4.8318985407392505,-2.90324178972425,-0.800756655292824,-1.977451866438007,-1.2189642717797866,-0.4973835381592515,-0.4451062530599365,-0.2718561207075822,-0.12484577635446807,10.775269834208329,5.693616391942393
0.46,5.909,2.629,8.38,0.24728,-0.27524,-0.18539,14.776999999999997,-36.48,-160.72285520599988,-4.827509506071821,-2.8578344843817414,-0.8649282457030038,-2.025726961498725,-1.247542616623604,-0.5060328206162815,-0.46536352267492376,-0.28433154687381823,-0.1299061045606309,10.585476937767142,5.6762810749248604
0.47000000000000003,5.909,2.629,8.38,0.24728,-0.27524,-0.18539,14.886000000000001,-36.508,-160.72533202799985,-4.803481881998124,-2.80349862109182,-0.9463519403683743,-2.0737617803187063,-1.2755776028345223,-0.5154963400199652,-0.4861011404781108,-0.29708732290216344,-0.13506106796083056,10.585476937767142,5.641686335147228
0.48,5.88,2.442,8.226,0.24728,-0.27524,-0.18539,15.024,-36.453,-160.7278088499999,-4.75958144211658,-2.7431356624297796,-1.0379979870295704,-2.121357594739872,-1.3030089594588201,-0.525876319890261,-0.5073147164255095,-0.3101174124967516,-0.14031983115973318,10.402155545847217,5.590693032863819
0.49,5.88,2.442,8.226,0.24728,-0.27524,-0.18539,15.161,-36.403,-160.7301856719999,-4.70638204504989,-2.683592509098448,-1.1383328609972274,-2.168421415190371,-1.3298448845498045,-0.5372596485002332,-0.5289989305774132,-0.32341586134224964,-0.1456924276447355,10.402155545847217,5.536018642606202
0.5,5.55,2.274,8.049,0.24728,-0.27524,-0.18539,15.314999999999998,-36.255,-160.73188249399988,-4.641610537007776,-2.605811015228055,-1.2505169900045743,-2.2148375205604487,-1.355902994702085,-0.549764818400279,-0.5511473057830177,-0.3369748912892705,-0.15119007582873828,10.037926927408865,5.467960512534412
0.51,5.55,2.274,8.049,0.24728,-0.27524,-0.18539,15.469000000000001,-36.118,-160.7335993159999,-4.56763628116901,-2.534327362704737,-1.3588704954274162,-2.260513883372139,-1.3812462683291324,-0.5633535233545531,-0.5737524446167391,-0.35078735397256183,-0.15682361106228382,10.037926927408865,5.397466572545731
