t,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Roll_deg,Pitch_deg,Yaw_deg,Ax_w,Ay_w,Az_w,VelX,VelY,VelZ,PosX,PosY,PosZ,|a_body|,|a_world|
0.52,5.191,2.188,7.724,0.24728,-0.27524,-0.18539,15.639,-35.942,-160.73507613799993,-4.491445795126912,-2.4631085263265526,-1.478773181749637,-2.3054283413234082,-1.405877353592398,-0.5781412551720495,-0.5968067280299733,-0.36484612750848583,-0.1626050236140043,9.560020972780343,5.331675071315555
0.53,5.191,2.188,7.724,0.24728,-0.27524,-0.18539,15.803999999999998,-35.766,-160.7365729599999,-4.405634036307409,-2.3996639208213946,-1.5844805366699117,-2.3494846816864823,-1.4298739928006121,-0.5939860605387486,-0.6203015748468381,-0.37914486743649195,-0.1685448842193918,9.560020972780343,5.2610433153366065
0.54,4.808,2.236,7.681,0.24728,-0.27524,-0.18539,15.962999999999997,-35.607,-160.7379497819999,-4.313491200728775,-2.336871739432284,-1.6838013198300805,-2.39261959369377,-1.453242710194935,-0.6108240737370494,-0.6442277707837758,-0.3936772945384413,-0.17465312495676227,9.333505290082607,5.186748764879918
0.55,4.808,2.236,7.681,0.24728,-0.27524,-0.18539,16.122,-35.447,-160.73942660399993,-4.226349818932538,-2.285269018988778,-1.7613449191415138,-2.4348830918830955,-1.4760954003848228,-0.6284375229284646,-0.6685766017026068,-0.40843824854228955,-0.18093750018604693,9.333505290082607,5.117306245020583
0.56,4.515,2.385,7.604,0.24728,-0.27524,-0.18539,16.276,-35.354,-160.7409234259999,-4.1261819423157515,-2.2441329251424516,-1.8217396733452675,-2.476144911306253,-1.4985367296362473,-0.6466549196619172,-0.6933380508156693,-0.423423615838652,-0.1874040493826661,9.159381310983838,5.037881047051541
0.5700000000000001,4.515,2.385,7.604,0.24728,-0.27524,-0.18539,16.43,-35.255,-160.74252024799992,-4.030058975207201,-2.2188178389267352,-1.8665874760942929,-2.5164455010583247,-1.5207249080255147,-0.6653207944228602,-0.7185025058262526,-0.4386308649189072,-0.19405725732689472,9.159381310983838,4.964743372209654
0.58,4.41,2.365,7.556,0.24728,-0.27524,-0.18539,16.567,-35.217,-160.74421706999993,-3.9259809984204903,-2.2016414413712555,-1.8899329537163803,-2.5557053110425296,-1.5427413224392272,-0.684220123960024,-0.744059558936678,-0.45405827814329947,-0.20089945856649497,9.062806463783721,4.881843750660725
0.59,4.41,2.365,7.556,0.24728,-0.27524,-0.18539,16.705,-35.178,-160.74603389199993,-3.847041337905319,-2.2058404768452093,-1.911966510033979,-2.5941757244215826,-1.5647997272076792,-0.7033397890603638,-0.7700013161808938,-0.46970627541537624,-0.2079328564570986,9.062806463783721,4.829189911396379
0.6,4.41,2.289,7.47,0.24728,-0.27524,-0.18539,16.831,-35.167,-160.74741071399995,-3.783470828924186,-2.225017688472296,-1.9194563021478226,-2.6320104327108247,-1.5870499040924022,-0.722534352081842,-0.7963214205080021,-0.48557677445630026,-0.21515819997791702,8.971539499996641,4.790581146707553
0.61,4.41,2.289,7.47,0.24728,-0.27524,-0.18539,16.952,-35.156,-160.74878753599995,-3.745988920233557,-2.2530952529717645,-1.918984779919856,-2.66947032191316,-1.60958085662212,-0.7417241998810405,-0.8230161237271337,-0.5016725830225215,-0.22257544197672743,8.971539499996641,4.774031189156657
0.62,4.482,2.557,7.417,0.24728,-0.27524,-0.18539,17.045,-35.14,-160.74940435799994,-3.744158288172199,-2.2891275365772654,-1.9030665489308618,-2.706911904794882,-1.6324721319878925,-0.7607548653703492,-0.8500852427750826,-0.5179973043424004,-0.23018299063043093,9.035400489186962,4.7833553553195785
0.63,4.482,2.557,7.417,0.24728,-0.27524,-0.18539,17.144,-35.123,-160.75012117999995,-3.7478907567930797,-2.3273049546774063,-1.88334203225256,-2.7443908123628127,-1.6557451815346667,-0.7795882856928747,-0.8775291508987108,-0.5345547561577471,-0.2379788734873597,9.035400489186962,4.796875096077676
0.64,4.381,2.734,7.561,0.24728,-0.27524,-0.18539,17.205,-35.134,-160.75017800199996,-3.7727047534284206,-2.3683389623297604,-1.8552702581082996,-2.782117859897097,-1.6794285711579642,-0.7981409882739577,-0.9053503294976817,-0.5513490418693267,-0.24596028337009926,9.156234924902265,4.825386857823095
0.65,4.381,2.734,7.561,0.24728,-0.27524,-0.18539,17.265,-35.14,-160.75023482399996,-3.7960648117106057,-2.4147195669379493,-1.8351188266423153,-2.8200785080142032,-1.7035757668273437,-0.8164921765403809,-0.9335511145778237,-0.5683847995376001,-0.2541252051355031,9.156234924902265,4.8588722713771295
0.66,4.396,2.911,7.58,0.24728,-0.27524,-0.18539,17.292,-35.195,-160.75007164599998,-3.81657529910487,-2.4785912726188473,-1.8120411031290595,-2.858244261005252,-1.7283616795535321,-0.8346125875716714,-0.9621335571878762,-0.5856684163331355,-0.2624713310112198,9.233370836265594,4.8982807871608305
0.67,4.396,2.911,7.58,0.24728,-0.27524,-0.18539,17.325,-35.25,-160.74992846799998,-3.83477405795535,-2.541941949457319,-1.782055006509853,-2.8965920015848057,-1.7537810990481053,-0.85243313763677,-0.9910994772037243,-0.6032062273236165,-0.2709956623875875,9.233370836265594,4.9338302561199905
0.68,4.635,2.873,7.609,0.24728,-0.27524,-0.18539,17.331,-35.338,-160.74954528999996,-3.8645203796442233,-2.609069704510011,-1.7420286053869674,-2.935237205381248,-1.7798717960932053,-0.8698534236906397,-1.0204518492575367,-0.6210049452845485,-0.2796941966244939,9.361315879725456,4.977592404934734
0.6900000000000001,4.635,2.873,7.609,0.259,-0.25986,-0.20819,17.336,-35.425,-160.74948555199998,-3.8874664022465377,-2.678352283641486,-1.6991860706182136,-2.974111869403713,-1.8066553189296202,-0.8868452843968218,-1.0501929679515738,-0.6390714984738447,-0.2885626494684621,9.361315879725456,5.017290034118634
0.7000000000000001,4.961,2.887,7.609,0.259,-0.25986,-0.20819,17.314,-35.513,-160.74866581399996,-3.9149373980796898,-2.749895221944093,-1.6454136099009282,-3.0132612433845103,-1.834154271149061,-0.903299420495831,-1.0803255803854188,-0.6574130411853353,-0.2975956436734204,9.53116839637198,5.0592533550120935
0.71,4.961,2.887,7.609,0.259,-0.25986,-0.20819,17.298,-35.596,-160.74796607599993,-3.944287809838028,-2.8124713775580314,-1.594896523572288,-3.0527041214828907,-1.8622789849246413,-0.9192483857315539,-1.1108526216002477,-0.6760358310345816,-0.3067881275307359,9.53116839637198,5.100107498604614
0.72,5.066,2.94,7.681,0.259,-0.25986,-0.20819,17.249,-35.656,-160.74660633799994,-3.981157364581147,-2.867196723325058,-1.5442208655271843,-3.0925156951287023,-1.8909509521578918,-0.9346905943868257,-1.1417777785515346,-0.6949453405561605,-0.3161350334746042,9.659488444011929,5.143447199430959
0.73,5.066,2.94,7.681,0.259,-0.25986,-0.20819,17.205,-35.717,-160.74524659999994,-4.022408530699847,-2.907740025156313,-1.5038247430361054,-3.132739780435701,-1.9200283524094548,-0.9497288418171868,-1.1731051763558917,-0.7141456240802551,-0.3256323218927761,9.659488444011929,5.186155734213016
0.74,4.942,3.17,7.685,0.259,-0.25986,-0.20819,17.15,-35.793,-160.74376686199992,-4.067215811375735,-2.9428253573599976,-1.4696771472892731,-3.1734119385494584,-1.9494566059830547,-0.9644256132900795,-1.2048392957413863,-0.7336401901400856,-0.3352765780256769,9.671167923265525,5.230909716052277
0.75,4.942,3.17,7.685,0.259,-0.25986,-0.20819,17.1,-35.865,-160.74228712399992,-4.110888883912647,-2.9798186407936473,-1.4424173333391346,-3.214520827388585,-1.9792547923909911,-0.9788497866234708,-1.236984504015272,-0.7534327380639956,-0.3450650758919116,9.671167923265525,5.278190439100795
0.76,4.999,3.385,7.762,0.259,-0.25986,-0.20819,17.034,-35.991,-160.74136738599992,-4.155310401345591,-3.006306229316234,-1.4009403052737979,-3.256073931402041,-2.0093178546841535,-0.9928591896762088,-1.2695452433292924,-0.7735259166108371,-0.3549936677886737,9.83345666589323,5.316682745368308
0.77,4.999,3.385,7.762,0.259,-0.25986,-0.20819,16.968,-36.118,-160.74032764799986,-4.186637210768148,-3.0248987809664305,-1.3656425075296934,-3.2979403035097223,-2.0395668424938176,-1.0065156147515057,-1.3025246463643896,-0.7939215850357754,-0.36505882393618877,9.83345666589323,5.342557742135567
0.78,5.306,3.146,7.915,0.259,-0.25986,-0.20819,16.897,-36.266,-160.73950790999987,-4.214359582803176,-3.032293397944633,-1.3176507918389866,-3.340083899337754,-2.0698897764732638,-1.0196921226698956,-1.3359254853577671,-0.814620482800508,-0.37525574516288773,10.034848130390413,5.356475852052119
0.79,5.306,3.146,7.915,0.259,-0.25986,-0.20819,16.831,-36.414,-160.7388081719999,-4.228093515327909,-3.0366325846711595,-1.2918498953149569,-3.382364834491033,-2.1002561023199755,-1.0326106216230453,-1.3697491337026775,-0.8356230438237078,-0.3855818513791182,10.034848130390413,5.363467943473684
0.8,5.373,3.065,7.887,0.259,-0.25986,-0.20819,16.76,-36.541,-160.73776843399983,-4.240810269584176,-3.036153618515866,-1.2564259655939989,-3.4247729371868747,-2.130617638505134,-1.0451748812789852,-1.4039968630745463,-0.8569292202087592,-0.3960336001919081,10.02337882153518,5.364821222077807
0.81,5.373,3.065,7.887,0.259,-0.25986,-0.20819,16.688,-36.667,-160.73684869599984,-4.250678764496133,-3.023980128579924,-1.2559869036898565,-3.467279724831836,-2.1608574397909335,-1.0577347503158838,-1.4386696603228646,-0.8785377946066685,-0.40661094769506695,10.02337882153518,5.365652698342025
0.8200000000000001,5.411,2.931,7.776,0.259,-0.25986,-0.20819,16.628,-36.766,-160.73568895799983,-4.251305316953734,-3.0075283851770447,-1.2752301355972246,-3.509792778001373,-2.190932723642704,-1.070487051671856,-1.4737675881028782,-0.9004471218430955,-0.4173158182117855,9.916443818224353,5.361439711900157
0.8300000000000001,5.411,2.931,7.776,0.259,-0.25986,-0.20819,16.562,-36.865,-160.73454921999985,-4.255553370579699,-2.9821370552470814,-1.3298591271214795,-3.55234831170717,-2.220754094195175,-1.0837856429430708,-1.5092910712199499,-0.9226546627850473,-0.4281536746412162,9.916443818224353,5.36389794870468
0.84,5.363,2.931,7.743,0.259,-0.25986,-0.20819,16.518,-36.958,-160.73362948199983,-4.225596946429662,-2.951695809083733,-1.41443004382196,-3.594604281171467,-2.2502710522860125,-1.0979299433812904,-1.5452371140316645,-0.9451573733079074,-0.4391329740750291,9.864409713713233,5.344978021648391
