timestamp,AccX,AccY,AccZ,AngX,AngY,AngZ,Q0,Q1,Q2,Q3
1745601717.950667,7.154,1.226,6.689,6.037,-49.499,-125.041,0.43317,-0.35101,-0.23328,-0.79663
1745601717.9626656,7.154,1.226,6.689,6.021,-49.477,-124.986,0.43317,-0.35101,-0.23328,-0.79663
1745601717.9636652,7.087,1.283,6.685,5.999,-49.466,-124.937,0.43832,-0.34863,-0.23529,-0.79425
1745601717.9646626,7.087,1.283,6.685,5.977,-49.455,-124.898,0.43832,-0.34863,-0.23529,-0.79425
1745601717.9646626,7.183,1.326,6.689,5.955,-49.455,-124.849,0.43832,-0.34863,-0.23529,-0.79425
1745601717.9656618,7.183,1.326,6.689,5.933,-49.46,-124.799,0.43832,-0.34863,-0.23529,-0.79425
1745601717.9666615,7.336,1.288,6.699,5.911,-49.455,-124.755,0.43832,-0.34863,-0.23529,-0.79425
1745601717.9668674,7.336,1.288,6.699,5.889,-49.449,-124.706,0.43832,-0.34863,-0.23529,-0.79425
1745601717.9668674,7.269,1.226,6.723,5.867,-49.438,-124.651,0.43832,-0.34863,-0.23529,-0.79425
1745601717.9678798,7.269,1.226,6.723,5.845,-49.433,-124.601,0.43832,-0.34863,-0.23529,-0.79425
1745601717.9678798,7.183,1.288,6.68,5.839,-49.427,-124.552,0.43832,-0.34863,-0.23529,-0.79425
1745601717.9688814,7.183,1.288,6.68,5.828,-49.422,-124.508,0.43832,-0.34863,-0.23529,-0.79425
1745601718.001163,7.269,1.255,6.67,5.839,-49.449,-124.486,0.43832,-0.34863,-0.23529,-0.79425
1745601718.001163,7.269,1.255,6.67,5.85,-49.471,-124.464,0.43832,-0.34863,-0.23529,-0.79425
1745601718.003165,7.384,1.336,6.766,5.861,-49.499,-124.448,0.43832,-0.34863,-0.23529,-0.79425
1745601718.003165,7.384,1.336,6.766,5.872,-49.521,-124.437,0.43832,-0.34863,-0.23529,-0.79425
1745601718.0314822,7.465,1.355,6.747,5.878,-49.521,-124.409,0.43832,-0.34863,-0.23529,-0.79425
1745601718.0324795,7.465,1.355,6.747,5.883,-49.521,-124.382,0.43832,-0.34863,-0.23529,-0.79425
1745601718.0334706,7.436,1.279,6.78,5.878,-49.499,-124.338,0.43832,-0.34863,-0.23529,-0.79425
1745601718.0344822,7.436,1.279,6.78,5.872,-49.477,-124.299,0.43832,-0.34863,-0.23529,-0.79425
1745601718.091267,7.293,1.101,6.871,5.867,-49.46,-124.261,0.43832,-0.34863,-0.23529,-0.79425
1745601718.1419039,7.293,1.101,6.871,5.856,-49.438,-124.217,0.43832,-0.34863,-0.23529,-0.79425
1745601718.1425586,7.384,1.101,6.819,5.85,-49.427,-124.178,0.43832,-0.34863,-0.23529,-0.79425
1745601718.1425586,7.384,1.101,6.819,5.845,-49.417,-124.14,0.43832,-0.34863,-0.23529,-0.79425
1745601718.143553,7.312,1.049,6.776,5.828,-49.395,-124.085,0.43832,-0.34863,-0.23529,-0.79425
1745601718.1445577,7.312,1.049,6.776,5.806,-49.373,-124.03,0.43832,-0.34863,-0.23529,-0.79425
1745601718.14555,7.14,1.097,6.737,5.779,-49.345,-123.959,0.43832,-0.34863,-0.23529,-0.79425
1745601718.1465495,7.14,1.097,6.737,5.746,-49.312,-123.882,0.43832,-0.34863,-0.23529,-0.79425
1745601718.182982,7.116,1.154,6.732,5.713,-49.285,-123.81,0.43832,-0.34863,-0.23529,-0.79425
1745601718.1836338,7.116,1.154,6.732,5.685,-49.252,-123.734,0.43832,-0.34863,-0.23529,-0.79425
1745601718.185628,7.049,1.116,6.732,5.641,-49.202,-123.646,0.43832,-0.34863,-0.23529,-0.79425
1745601718.1869912,7.049,1.116,6.732,5.603,-49.153,-123.558,0.44711,-0.34518,-0.23569,-0.79074
1745601718.211743,6.986,1.125,6.689,5.559,-49.103,-123.47,0.44711,-0.34518,-0.23569,-0.79074
1745601718.2677567,6.986,1.125,6.689,5.515,-49.059,-123.382,0.44711,-0.34518,-0.23569,-0.79074
1745601718.269752,6.958,1.101,6.603,5.493,-49.037,-123.305,0.44711,-0.34518,-0.23569,-0.79074
1745601718.2707508,6.958,1.101,6.603,5.466,-49.016,-123.234,0.44711,-0.34518,-0.23569,-0.79074
1745601718.2717557,7.025,1.12,6.574,5.471,-49.026,-123.19,0.44711,-0.34518,-0.23569,-0.79074
1745601718.272748,7.025,1.12,6.574,5.471,-49.037,-123.146,0.44711,-0.34518,-0.23569,-0.79074
1745601718.272748,7.197,1.226,6.546,5.488,-49.059,-123.113,0.44711,-0.34518,-0.23569,-0.79074
1745601718.2737505,7.197,1.226,6.546,5.51,-49.081,-123.08,0.44711,-0.34518,-0.23569,-0.79074
1745601718.274756,7.398,1.279,6.598,5.543,-49.092,-123.052,0.44711,-0.34518,-0.23569,-0.79074
1745601718.2757518,7.398,1.279,6.598,5.576,-49.109,-123.019,0.44711,-0.34518,-0.23569,-0.79074
1745601718.27676,7.479,1.389,6.699,5.609,-49.136,-122.997,0.44711,-0.34518,-0.23569,-0.79074
1745601718.2777436,7.479,1.389,6.699,5.641,-49.169,-122.97,0.44711,-0.34518,-0.23569,-0.79074
1745601718.300549,7.7,1.36,6.852,5.68,-49.219,-122.953,0.44711,-0.34518,-0.23569,-0.79074
1745601718.3025465,7.7,1.36,6.852,5.718,-49.268,-122.937,0.44711,-0.34518,-0.23569,-0.79074
1745601718.3035467,7.728,1.326,7.106,5.768,-49.334,-122.937,0.44711,-0.34518,-0.23569,-0.79074
1745601718.3049016,7.728,1.326,7.106,5.812,-49.4,-122.937,0.44711,-0.34518,-0.23569,-0.79074
1745601718.36213,7.824,1.561,7.14,5.878,-49.477,-122.97,0.44711,-0.34518,-0.23569,-0.79074
