timestamp,AccX,AccY,AccZ,AngX,AngY,AngZ,Q0,Q1,Q2,Q3
1745148708.9560215,5.425,-0.345,8.495,-0.489,-33.256,-110.797,0.56882,-0.23193,-0.16992,-0.77051
1745148709.0759988,5.215,0.019,8.471,-0.527,-33.107,-111.242,0.56882,-0.23193,-0.16992,-0.77051
1745148709.134301,5.296,-0.34,8.394,-0.681,-33.019,-111.583,0.53827,-0.23816,-0.15555,-0.79324
1745148709.2533922,5.334,-0.306,8.365,-0.681,-32.91,-112.039,0.53827,-0.23816,-0.15555,-0.79324
1745148709.324163,5.329,-0.086,8.447,-0.659,-32.827,-112.533,0.53827,-0.23816,-0.15555,-0.79324
1745148709.4364038,5.468,-0.316,8.408,-0.742,-32.805,-112.945,0.53827,-0.23816,-0.15555,-0.79324
1745148709.5263436,5.377,-0.335,8.428,-0.824,-32.706,-113.291,0.52689,-0.23871,-0.14969,-0.80182
1745148709.6457047,5.315,-0.23,8.447,-0.906,-32.547,-113.577,0.52689,-0.23871,-0.14969,-0.80182
1745148709.737078,5.224,-0.278,8.37,-0.961,-32.481,-113.725,0.52689,-0.23871,-0.14969,-0.80182
1745148709.8562639,5.195,-0.11,8.107,-0.747,-32.437,-114.071,0.52689,-0.23871,-0.14969,-0.80182
1745148709.9186468,4.487,-0.091,6.503,-0.549,-32.503,-114.192,0.52048,-0.23737,-0.14731,-0.80682
1745148710.0362382,1.068,3.486,3.51,3.834,-32.217,-116.757,0.52048,-0.23737,-0.14731,-0.80682
1745148710.1225913,0.967,5.578,1.595,13.085,-36.244,-125.887,0.52048,-0.23737,-0.14731,-0.80682
1745148710.2462778,84.649,74.153,32.714,30.361,-44.879,-147.047,0.52048,-0.23737,-0.14731,-0.80682
1745148710.3963284,16.822,10.956,5.1,39.221,-51.432,-168.052,0.2991,-0.32147,-0.35605,-0.8248
1745148710.4860373,21.012,-1.705,5.492,34.464,-53.405,174.375,0.2991,-0.32147,-0.35605,-0.8248
1745148710.5465753,17.98,-5.531,9.318,21.901,-46.571,169.332,0.2991,-0.32147,-0.35605,-0.8248
1745148710.6662602,3.788,-1.192,-0.503,11.431,-35.046,170.546,0.2991,-0.32147,-0.35605,-0.8248
1745148710.72739,0.134,-0.953,2.207,6.405,-32.723,170.486,0.2991,-0.32147,-0.35605,-0.8248
1745148710.8427305,6.924,-1.35,7.954,4.603,-36.074,171.074,-0.06528,-0.29767,-0.01788,-0.95221
1745148710.935544,6.493,0.986,8.959,6.01,-38.177,172.293,-0.06528,-0.29767,-0.01788,-0.95221
1745148711.0859597,6.704,0.795,7.872,5.729,-39.007,175.408,-0.06528,-0.29767,-0.01788,-0.95221
1745148711.1469686,5.784,0.67,7.618,5.383,-38.947,178.61,-0.00195,-0.33392,-0.03793,-0.94177
