timestamp,AccX,AccY,AccZ,AngX,AngY,AngZ,Q0,Q1,Q2,Q3
1745166735.1559436,9.452,-1.384,2.495,-24.598,-73.515,-141.564,0.07257,-0.61694,0.01074,-0.78351
1745166735.260754,9.232,-1.02,2.576,-24.906,-73.724,-141.454,0.07257,-0.61694,0.01074,-0.78351
1745166735.3254569,9.232,-1.02,2.576,-25.214,-73.932,-141.334,0.07257,-0.61694,0.01074,-0.78351
1745166735.3254569,9.103,-0.733,3.644,-25.604,-73.932,-140.993,0.07257,-0.61694,0.01074,-0.78351
1745166735.3264644,9.103,-0.733,3.644,-25.983,-73.932,-140.652,0.07257,-0.61694,0.01074,-0.78351
1745166735.3274636,9.189,-1.111,3.352,-26.125,-73.735,-140.065,0.07257,-0.61694,0.01074,-0.78351
1745166735.3274636,9.189,-1.111,3.352,-26.257,-73.542,-139.482,0.07257,-0.61694,0.01074,-0.78351
1745166735.328463,9.562,-1.063,2.48,-26.246,-73.383,-138.884,0.07257,-0.61694,0.01074,-0.78351
1745166735.3294604,9.562,-1.063,2.48,-26.224,-73.224,-138.296,0.07257,-0.61694,0.01074,-0.78351
1745166735.3294604,9.61,-1.341,2.409,-26.197,-73.185,-137.977,0.07257,-0.61694,0.01074,-0.78351
1745166735.3294604,9.61,-1.341,2.409,-26.175,-73.147,-137.653,0.07257,-0.61694,0.01074,-0.78351
1745166735.3304603,9.62,-1.441,2.538,-26.378,-73.262,-137.39,0.07257,-0.61694,0.01074,-0.78351
1745166735.3304603,9.62,-1.441,2.538,-26.581,-73.378,-137.126,0.07257,-0.61694,0.01074,-0.78351
1745166735.3314612,9.582,-1.446,2.682,-26.818,-73.531,-136.89,0.07257,-0.61694,0.01074,-0.78351
1745166735.3314612,9.582,-1.446,2.682,-27.054,-73.685,-136.648,0.07257,-0.61694,0.01074,-0.78351
1745166735.3324604,9.558,-0.852,2.772,-27.032,-73.641,-136.494,0.07257,-0.61694,0.01074,-0.78351
1745166735.3324604,9.558,-0.852,2.772,-27.01,-73.603,-136.34,0.07257,-0.61694,0.01074,-0.78351
1745166735.3334615,9.735,-0.771,2.409,-27.037,-73.521,-136.022,0.07257,-0.61694,0.01074,-0.78351
1745166735.3334615,4.865,-0.383,1.202,-27.065,-73.438,-135.709,0.07257,-0.61694,0.01074,-0.78351
1745166735.3344617,9.802,-1.326,2.394,-27.037,-73.317,-135.341,0.07257,-0.61694,0.01074,-0.78351
1745166735.3344617,9.802,-1.326,2.394,-27.015,-73.202,-134.978,0.07257,-0.61694,0.01074,-0.78351
1745166735.3354616,9.787,-0.867,2.193,-26.993,-73.12,-134.709,0.07257,-0.61694,0.01074,-0.78351
1745166735.3354616,9.787,-0.867,2.193,-26.971,-73.037,-134.44,0.07257,-0.61694,0.01074,-0.78351
1745166735.3364618,9.342,-1.393,2.959,-27.12,-73.054,-134.193,0.07257,-0.61694,0.01074,-0.78351
1745166735.3364618,9.342,-1.393,2.959,-27.268,-73.065,-133.94,0.07257,-0.61694,0.01074,-0.78351
1745166735.3374622,9.318,-1.369,3.146,-27.345,-73.01,-133.665,0.07257,-0.61694,0.01074,-0.78351
1745166735.3374622,9.318,-1.369,3.146,-27.422,-72.949,-133.391,0.07257,-0.61694,0.01074,-0.78351
1745166735.338458,9.61,-1.283,2.504,-27.339,-72.861,-133.226,0.07257,-0.61694,0.01074,-0.78351
1745166735.3664517,9.61,-1.283,2.504,-27.263,-72.773,-133.061,0.07257,-0.61694,0.01074,-0.78351
1745166735.441056,9.333,-1.24,2.863,-27.191,-72.68,-132.94,0.07257,-0.61694,0.01074,-0.78351
1745166735.441056,9.333,-1.24,2.863,-27.12,-72.581,-132.814,0.07257,-0.61694,0.01074,-0.78351
1745166735.442067,9.285,-1.039,2.945,-27.125,-72.521,-132.539,0.07257,-0.61694,0.01074,-0.78351
1745166735.4430587,9.285,-1.039,2.945,-27.131,-72.466,-132.264,0.07257,-0.61694,0.01074,-0.78351
