timestamp,AccX,AccY,AccZ,AngX,AngY,AngZ,Q0,Q1,Q2,Q3
1745150708.6849453,8.337,-0.876,5.459,-7.608,-55.849,-109.506,-0.48318,0.41541,0.22159,0.73807
1745150708.7832384,8.265,-0.867,5.531,-7.63,-55.844,-109.517,-0.48318,0.41541,0.22159,0.73807
1745150708.7832384,8.265,-0.867,5.531,-7.652,-55.838,-109.523,-0.48318,0.41541,0.22159,0.73807
1745150708.7832384,8.322,-1.006,5.478,-7.663,-55.822,-109.523,-0.48318,0.41541,0.22159,0.73807
1745150708.7832384,8.322,-1.006,5.478,-7.674,-55.811,-109.528,-0.48318,0.41541,0.22159,0.73807
1745150708.7832384,8.317,-0.9,5.454,-7.674,-55.811,-109.539,-0.48318,0.41541,0.22159,0.73807
1745150708.7842364,8.317,-0.9,5.454,-7.674,-55.805,-109.556,-0.48318,0.41541,0.22159,0.73807
1745150708.7842364,8.294,-0.871,5.425,-7.663,-55.8,-109.539,-0.48318,0.41541,0.22159,0.73807
1745150708.7847478,8.294,-0.871,5.425,-7.646,-55.794,-109.517,-0.48318,0.41541,0.22159,0.73807
1745150708.7847478,8.27,-1.015,5.464,-7.635,-55.794,-109.517,-0.48318,0.41541,0.22159,0.73807
1745150708.7847478,8.27,-1.015,5.464,-7.625,-55.794,-109.517,-0.48334,0.41522,0.22131,0.73816
1745150708.7847478,8.274,-0.962,5.521,-7.614,-55.794,-109.556,-0.48334,0.41522,0.22131,0.73816
1745150708.8050296,8.246,-0.781,5.483,-7.608,-55.789,-109.583,-0.48334,0.41522,0.22131,0.73816
1745150708.913742,8.246,-0.781,5.483,-7.603,-55.767,-109.589,-0.48334,0.41522,0.22131,0.73816
1745150708.957417,8.375,-0.915,5.32,-7.597,-55.75,-109.6,-0.48334,0.41522,0.22131,0.73816
1745150708.957417,8.375,-0.915,5.32,-7.597,-55.728,-109.616,-0.48334,0.41522,0.22131,0.73816
1745150708.9584177,8.222,-0.891,5.535,-7.597,-55.706,-109.633,-0.48334,0.41522,0.22131,0.73816
1745150708.9584177,8.222,-0.891,5.535,-7.608,-55.684,-109.644,-0.48334,0.41522,0.22131,0.73816
1745150708.9584177,8.284,-0.919,5.516,-7.608,-55.662,-109.644,-0.48334,0.41522,0.22131,0.73816
1745150708.9584177,8.284,-0.919,5.516,-7.608,-55.646,-109.638,-0.48334,0.41522,0.22131,0.73816
1745150708.9584177,8.289,-1.015,5.535,-7.608,-55.624,-109.633,-0.48334,0.41522,0.22131,0.73816
1745150708.9584177,8.289,-1.015,5.535,-7.608,-55.596,-109.633,-0.48334,0.41522,0.22131,0.73816
1745150708.9584177,8.26,-1.073,5.588,-7.608,-55.574,-109.638,-0.48334,0.41522,0.22131,0.73816
1745150708.9584177,8.26,-1.073,5.588,-7.619,-55.552,-109.649,-0.48334,0.41522,0.22131,0.73816
