timestamp,AccX,AccY,AccZ,AngX,AngY,AngZ,Q0,Q1,Q2,Q3
1745185972.4567964,8.691,-0.484,4.736,-5.488,-62.803,-110.067,0.46265,-0.45795,-0.26547,-0.71109
1745185972.5336275,8.739,-0.354,4.592,-5.526,-62.836,-110.012,0.46265,-0.45795,-0.26547,-0.71109
1745185972.5336275,8.739,-0.354,4.592,-5.587,-62.88,-109.929,0.46265,-0.45795,-0.26547,-0.71109
1745185972.5346298,8.935,-0.594,4.597,-5.652,-62.935,-109.852,0.46265,-0.45795,-0.26547,-0.71109
1745185972.535632,8.935,-0.594,4.597,-5.724,-63.001,-109.775,0.46265,-0.45795,-0.26547,-0.71109
1745185972.5366335,8.672,-0.651,4.784,-5.757,-62.996,-109.737,0.46265,-0.45795,-0.26547,-0.71109
1745185972.5366335,8.672,-0.651,4.784,-5.746,-62.908,-109.737,0.46854,-0.45139,-0.2652,-0.71155
1745185972.5376372,8.724,-0.46,4.626,-5.729,-62.825,-109.72,0.46854,-0.45139,-0.2652,-0.71155
1745185972.54763,8.724,-0.46,4.626,-5.707,-62.748,-109.698,0.46854,-0.45139,-0.2652,-0.71155
1745185972.54763,8.681,-0.417,4.563,-5.696,-62.699,-109.677,0.46854,-0.45139,-0.2652,-0.71155
1745185972.54763,8.681,-0.417,4.563,-5.702,-62.666,-109.655,0.46854,-0.45139,-0.2652,-0.71155
1745185972.54863,8.624,-0.268,4.477,-5.696,-62.617,-109.638,0.46854,-0.45139,-0.2652,-0.71155
1745185972.5769632,8.624,-0.268,4.477,-5.68,-62.54,-109.633,0.46854,-0.45139,-0.2652,-0.71155
1745185972.689707,8.624,-0.211,4.439,-5.691,-62.49,-109.633,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7682915,8.624,-0.211,4.439,-5.735,-62.468,-109.633,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7693007,8.475,-0.484,4.688,-5.806,-62.501,-109.622,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7713046,8.475,-0.484,4.688,-5.911,-62.578,-109.589,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7722914,8.59,-0.532,4.721,-5.982,-62.628,-109.534,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7722914,8.59,-0.532,4.721,-6.037,-62.644,-109.451,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7732904,8.82,-0.661,4.573,-6.086,-62.644,-109.374,0.46854,-0.45139,-0.2652,-0.71155
1745185972.77429,8.82,-0.661,4.573,-6.13,-62.633,-109.303,0.46854,-0.45139,-0.2652,-0.71155
1745185972.775296,8.691,-0.833,4.788,-6.158,-62.611,-109.27,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7762904,8.691,-0.833,4.788,-6.18,-62.573,-109.276,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7762904,8.739,-0.69,4.664,-6.18,-62.54,-109.27,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7772903,8.739,-0.69,4.664,-6.163,-62.512,-109.259,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7782965,8.863,-0.809,4.563,-6.13,-62.507,-109.265,0.46854,-0.45139,-0.2652,-0.71155
1745185972.779294,8.863,-0.809,4.563,-6.086,-62.523,-109.286,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7802944,8.782,-0.56,4.63,-6.048,-62.551,-109.314,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7802944,8.782,-0.56,4.63,-6.021,-62.584,-109.347,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7812908,8.806,-0.733,4.784,-5.982,-62.589,-109.38,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7822964,8.806,-0.733,4.784,-5.927,-62.567,-109.407,0.46854,-0.45139,-0.2652,-0.71155
1745185972.7832942,8.954,-0.632,4.52,-5.861,-62.54,-109.435,0.46854,-0.45139,-0.2652,-0.71155
1745185972.792292,8.954,-0.632,4.52,-5.784,-62.501,-109.462,0.46854,-0.45139,-0.2652,-0.71155
1745185972.8648322,8.921,-0.512,4.501,-5.702,-62.457,-109.517,0.46854,-0.45139,-0.2652,-0.71155
1745185972.8658316,8.921,-0.512,4.501,-5.614,-62.408,-109.594,0.46854,-0.45139,-0.2652,-0.71155
1745185972.8658316,8.763,-0.498,4.592,-5.537,-62.369,-109.677,0.46854,-0.45139,-0.2652,-0.71155
1745185972.8668385,8.763,-0.498,4.592,-5.46,-62.336,-109.753,0.46854,-0.45139,-0.2652,-0.71155
1745185972.8668385,8.954,-0.474,4.377,-5.389,-62.309,-109.819,0.46854,-0.45139,-0.2652,-0.71155
1745185972.8668385,8.954,-0.474,4.377,-5.328,-62.298,-109.874,0.46854,-0.45139,-0.2652,-0.71155
1745185972.8678377,8.777,-0.278,4.357,-5.268,-62.292,-109.951,0.46854,-0.45139,-0.2652,-0.71155
1745185972.8778393,8.777,-0.278,4.357,-5.197,-62.292,-110.045,0.46854,-0.45139,-0.2652,-0.71155
1745185972.8778393,8.605,-0.163,4.434,-5.153,-62.276,-110.121,0.4707,-0.44559,-0.2644,-0.71405
1745185972.8788364,8.605,-0.163,4.434,-5.131,-62.243,-110.182,0.4707,-0.44559,-0.2644,-0.71405
1745185972.8788364,8.6,-0.335,4.573,-5.109,-62.21,-110.248,0.4707,-0.44559,-0.2644,-0.71405
1745185972.907199,8.6,-0.335,4.573,-5.087,-62.177,-110.314,0.4707,-0.44559,-0.2644,-0.71405
1745185973.023895,8.193,-0.249,4.808,-5.059,-62.139,-110.385,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1080263,8.193,-0.249,4.808,-5.021,-62.089,-110.457,0.4707,-0.44559,-0.2644,-0.71405
1745185973.109031,8.207,0.091,4.31,-4.966,-62.023,-110.511,0.4707,-0.44559,-0.2644,-0.71405
1745185973.109031,8.207,0.091,4.31,-4.894,-61.941,-110.544,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1100354,7.638,-0.005,4.793,-4.818,-61.837,-110.561,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1100354,7.638,-0.005,4.793,-4.746,-61.727,-110.583,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1110327,7.57,-0.153,4.831,-4.691,-61.65,-110.583,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1110327,7.57,-0.153,4.831,-4.636,-61.578,-110.588,0.4707,-0.44559,-0.2644,-0.71405
1745185973.11203,7.355,0.206,4.515,-4.598,-61.523,-110.632,0.4707,-0.44559,-0.2644,-0.71405
1745185973.11203,7.355,0.206,4.515,-4.559,-61.463,-110.682,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1130342,7.068,0.029,4.798,-4.51,-61.441,-110.726,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1130342,7.068,0.029,4.798,-4.455,-61.419,-110.77,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1130342,6.962,-0.086,4.731,-4.345,-61.452,-110.88,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1140392,6.962,-0.086,4.731,-4.235,-61.479,-110.995,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1140392,6.795,0.244,4.64,-4.098,-61.589,-111.248,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1150389,6.795,0.244,4.64,-3.961,-61.694,-111.5,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1150389,6.642,0.594,4.961,-3.812,-61.721,-111.764,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1160307,6.642,0.594,4.961,-3.658,-61.743,-112.039,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1160307,6.871,0.311,5.239,-3.576,-61.765,-112.17,0.4707,-0.44559,-0.2644,-0.71405
1745185973.1270287,6.871,0.311,5.239,-3.488,-61.787,-112.302,0.4707,-0.44559,-0.2644,-0.71405
1745185973.2222686,7.202,-0.421,4.99,-3.384,-61.809,-112.456,0.4707,-0.44559,-0.2644,-0.71405
1745185973.2222686,7.202,-0.421,4.99,-3.279,-61.831,-112.61,0.4707,-0.44559,-0.2644,-0.71405
1745185973.2232668,7.063,-0.273,4.535,-2.95,-61.721,-112.835,0.4707,-0.44559,-0.2644,-0.71405
1745185973.2232668,7.063,-0.273,4.535,-2.626,-61.611,-113.055,0.4707,-0.44559,-0.2644,-0.71405
1745185973.2242682,6.555,0.953,5.258,-2.192,-61.54,-113.362,0.4707,-0.44559,-0.2644,-0.71405
1745185973.2242682,6.555,0.953,5.258,-1.758,-61.458,-113.665,0.4707,-0.44559,-0.2644,-0.71405
1745185973.2252676,6.704,1.437,5.176,-1.555,-61.633,-113.934,0.4707,-0.44559,-0.2644,-0.71405
1745185973.2252676,6.704,1.437,5.176,-1.34,-61.804,-114.208,0.4707,-0.44559,-0.2644,-0.71405
1745185973.2252676,7.724,0.445,4.736,-1.302,-62.133,-114.5,0.4707,-0.44559,-0.2644,-0.71405
1745185973.2262676,7.724,0.445,4.736,-1.258,-62.463,-114.796,0.45712,-0.44055,-0.27118,-0.72342
1745185973.2262676,8.26,-0.144,4.678,-1.143,-62.776,-115.087,0.45712,-0.44055,-0.27118,-0.72342
1745185973.236841,8.26,-0.144,4.678,-1.033,-63.089,-115.378,0.45712,-0.44055,-0.27118,-0.72342
1745185973.3046753,9.06,-0.766,4.233,-0.791,-63.452,-115.768,0.45712,-0.44055,-0.27118,-0.72342
1745185973.3046753,9.06,-0.766,4.233,-0.549,-63.82,-116.158,0.45712,-0.44055,-0.27118,-0.72342
1745185973.3046753,9.041,-0.618,3.807,-0.143,-64.16,-116.801,0.45712,-0.44055,-0.27118,-0.72342
1745185973.3056767,9.041,-0.618,3.807,0.264,-64.501,-117.449,0.45712,-0.44055,-0.27118,-0.72342
1745185973.3056767,8.121,0.168,3.021,0.851,-64.781,-118.262,0.45712,-0.44055,-0.27118,-0.72342
1745185973.3056767,8.121,0.168,3.021,1.45,-65.061,-119.086,0.45712,-0.44055,-0.27118,-0.72342
1745185973.3066766,6.579,2.801,3.491,2.186,-65.303,-119.877,0.45712,-0.44055,-0.27118,-0.72342
1745185973.3066766,6.579,2.801,3.491,2.961,-65.539,-120.696,0.45712,-0.44055,-0.27118,-0.72342
1745185973.3066766,6.479,4.846,3.577,3.252,-65.852,-121.047,0.45712,-0.44055,-0.27118,-0.72342
1745185973.307677,6.479,4.846,3.577,3.587,-66.154,-121.432,0.45712,-0.44055,-0.27118,-0.72342
1745185973.307677,8.121,2.38,2.897,3.56,-66.555,-121.641,0.45712,-0.44055,-0.27118,-0.72342
