timestamp,AccX,AccY,AccZ,AngX,AngY,AngZ,Q0,Q1,Q2,Q3
1745150875.9572277,8.662,-3.519,3.213,-42.358,-61.562,-61.902,0.64557,-0.49478,-0.2771,-0.51138
1745150875.9582279,8.662,-3.519,3.213,-42.391,-61.54,-61.941,0.64557,-0.49478,-0.2771,-0.51138
1745150875.9582279,8.638,-3.649,3.328,-42.418,-61.523,-61.996,0.64557,-0.49478,-0.2771,-0.51138
1745150875.9582279,8.638,-3.649,3.328,-42.429,-61.507,-62.062,0.64557,-0.49478,-0.2771,-0.51138
1745150875.9874146,8.653,-3.663,3.443,-42.429,-61.49,-62.128,0.64557,-0.49478,-0.2771,-0.51138
1745150876.055257,8.653,-3.663,3.443,-42.424,-61.474,-62.199,0.64557,-0.49478,-0.2771,-0.51138
1745150876.055257,8.672,-3.572,3.496,-42.418,-61.458,-62.271,0.64557,-0.49478,-0.2771,-0.51138
1745150876.055257,8.672,-3.572,3.496,-42.407,-61.436,-62.336,0.64557,-0.49478,-0.2771,-0.51138
1745150876.055257,8.638,-3.567,3.548,-42.402,-61.425,-62.408,0.64557,-0.49478,-0.2771,-0.51138
1745150876.055257,8.638,-3.567,3.548,-42.407,-61.414,-62.485,0.64557,-0.49478,-0.2771,-0.51138
1745150876.055257,8.61,-3.486,3.577,-42.407,-61.408,-62.562,0.64557,-0.49478,-0.2771,-0.51138
1745150876.056257,8.61,-3.486,3.577,-42.407,-61.414,-62.65,0.64557,-0.49478,-0.2771,-0.51138
1745150876.0774431,8.657,-3.385,3.505,-42.413,-61.414,-62.721,0.64557,-0.49478,-0.2771,-0.51138
1745150876.0774431,8.657,-3.385,3.505,-42.424,-61.408,-62.781,0.64557,-0.49478,-0.2771,-0.51138
1745150876.0774431,8.667,-3.534,3.419,-42.424,-61.403,-62.842,0.64557,-0.49478,-0.2771,-0.51138
1745150876.0774431,8.667,-3.534,3.419,-42.424,-61.386,-62.902,0.64557,-0.49478,-0.2771,-0.51138
1745150876.1075883,8.581,-3.476,3.481,-42.413,-61.37,-62.963,0.64557,-0.49478,-0.2771,-0.51138
1745150876.2077773,8.581,-3.476,3.481,-42.402,-61.359,-63.029,0.64557,-0.49478,-0.2771,-0.51138
1745150876.2764525,8.581,-3.361,3.505,-42.396,-61.359,-63.105,0.64557,-0.49478,-0.2771,-0.51138
1745150876.2764525,8.581,-3.361,3.505,-42.407,-61.364,-63.188,0.64557,-0.49478,-0.2771,-0.51138
1745150876.2764525,8.61,-3.294,3.472,-42.424,-61.37,-63.254,0.64557,-0.49478,-0.2771,-0.51138
1745150876.2764525,8.61,-3.294,3.472,-42.451,-61.37,-63.309,0.64557,-0.49478,-0.2771,-0.51138
