address,timestamp,AccX,AccY,AccZ,AngX,AngY,AngZ,Q0,Q1,Q2,Q3
F3:89:79:49:6C:B3,1748091864.5257998,0.311,-8.418,5.2,-62.271,0.247,-31.63,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.533766,0.321,-8.15,5.181,-62.221,0.231,-31.608,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.533766,0.321,-8.15,5.181,-62.177,0.209,-31.586,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.533766,0.407,-8.207,5.219,-62.161,0.225,-31.569,0.82108,-0.49713,0.15259,-0.23508
C3:16:82:EF:1B:48,1748091864.5347762,1.484,-7.451,6.9,-51.724,-2.785,-55.854,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.5347762,1.288,-7.532,6.67,-51.685,-2.785,-55.86,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.5356953,1.288,-7.532,6.67,-51.669,-2.769,-55.86,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.5356953,1.073,-7.69,6.263,-51.658,-2.736,-55.876,0.78833,-0.39609,0.19052,-0.43036
F3:89:79:49:6C:B3,1748091864.5455027,0.407,-8.207,5.219,-62.139,0.236,-31.547,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.5455027,0.263,-8.308,5.128,-62.139,0.291,-31.558,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.5455027,0.263,-8.308,5.128,-62.139,0.346,-31.575,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.5455027,0.244,-8.432,5.1,-62.139,0.445,-31.624,0.82108,-0.49713,0.15259,-0.23508
C3:16:82:EF:1B:48,1748091864.558699,1.073,-7.69,6.263,-51.658,-2.686,-55.904,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.558699,1.178,-7.843,6.048,-51.658,-2.609,-55.948,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.558699,1.178,-7.843,6.048,-51.658,-2.516,-56.008,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.558699,1.369,-7.815,6.349,-51.658,-2.384,-56.096,0.78833,-0.39609,0.19052,-0.43036
F3:89:79:49:6C:B3,1748091864.575364,0.244,-8.432,5.1,-62.139,0.538,-31.679,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.575364,0.273,-8.432,5.186,-62.133,0.703,-31.778,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.575364,0.273,-8.432,5.186,-62.133,0.857,-31.882,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.575364,-0.019,-8.399,5.272,-62.144,1.038,-31.981,0.82108,-0.49713,0.15259,-0.23508
C3:16:82:EF:1B:48,1748091864.5910294,1.369,-7.815,6.349,-51.663,-2.225,-56.206,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.5910294,0.555,-7.776,6.46,-51.674,-2.06,-56.31,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.5910294,0.555,-7.776,6.46,-51.691,-1.879,-56.42,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.5910294,-0.273,-7.843,6.139,-51.718,-1.697,-56.536,0.78833,-0.39609,0.19052,-0.43036
F3:89:79:49:6C:B3,1748091864.6399462,-0.019,-8.399,5.272,-62.155,1.219,-32.086,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.7199662,-0.397,-8.384,5.219,-62.172,1.39,-32.201,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.7199662,-0.397,-8.384,5.219,-62.188,1.555,-32.316,0.82108,-0.49713,0.15259,-0.23508
F3:89:79:49:6C:B3,1748091864.7199662,-0.737,-8.437,5.219,-62.188,1.686,-32.421,0.82108,-0.49713,0.15259,-0.23508
C3:16:82:EF:1B:48,1748091864.7219822,-0.273,-7.843,6.139,-51.746,-1.522,-56.662,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.7219822,-0.555,-7.973,5.669,-51.762,-1.362,-56.788,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.723111,-0.555,-7.973,5.669,-51.779,-1.214,-56.915,0.78833,-0.39609,0.19052,-0.43036
C3:16:82:EF:1B:48,1748091864.7241104,-0.723,-7.944,5.55,-51.773,-1.104,-57.008,0.78833,-0.39609,0.19052,-0.43036
F3:89:79:49:6C:B3,1748091864.726105,-0.737,-8.437,5.219,-62.188,1.818,-32.52,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.726105,-0.776,-8.389,5.176,-62.161,1.884,-32.558,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.726105,-0.776,-8.389,5.176,-62.128,1.95,-32.591,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.726105,-0.843,-8.461,5.258,-62.062,1.928,-32.547,0.82425,-0.49234,0.15628,-0.23169
C3:16:82:EF:1B:48,1748091864.726105,-0.723,-7.944,5.55,-51.751,-1.022,-57.074,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.726105,-0.962,-8.04,5.459,-51.707,-0.983,-57.107,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.726105,-0.962,-8.04,5.459,-51.641,-0.983,-57.101,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.726105,-0.939,-7.805,5.904,-51.559,-1.022,-57.079,0.78851,-0.38779,0.20071,-0.43301
F3:89:79:49:6C:B3,1748091864.726105,-0.843,-8.461,5.258,-61.99,1.912,-32.503,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.726105,-0.723,-8.274,5.306,-61.891,1.813,-32.415,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.726105,-0.723,-8.274,5.306,-61.787,1.719,-32.333,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.726105,-0.287,-8.107,5.444,-61.683,1.593,-32.261,0.82425,-0.49234,0.15628,-0.23169
C3:16:82:EF:1B:48,1748091864.726105,-0.939,-7.805,5.904,-51.454,-1.093,-57.041,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.726105,-0.077,-7.518,6.517,-51.345,-1.181,-57.014,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.726105,-0.077,-7.518,6.517,-51.229,-1.28,-56.986,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.726105,1.034,-7.269,7.259,-51.13,-1.357,-57.008,0.78851,-0.38779,0.20071,-0.43301
F3:89:79:49:6C:B3,1748091864.757718,-0.287,-8.107,5.444,-61.578,1.472,-32.195,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.757718,0.177,-7.997,5.392,-61.501,1.406,-32.217,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.757718,0.177,-7.997,5.392,-61.425,1.335,-32.239,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.757718,0.316,-8.054,5.646,-61.392,1.324,-32.294,0.82425,-0.49234,0.15628,-0.23169
C3:16:82:EF:1B:48,1748091864.774857,1.034,-7.269,7.259,-51.042,-1.401,-57.068,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.774857,1.494,-7.345,7.082,-50.982,-1.423,-57.14,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.774857,1.494,-7.345,7.082,-50.938,-1.428,-57.217,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.774857,1.034,-7.389,6.996,-50.911,-1.406,-57.288,0.78851,-0.38779,0.20071,-0.43301
F3:89:79:49:6C:B3,1748091864.774857,0.316,-8.054,5.646,-61.353,1.313,-32.344,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.7900176,0.053,-8.073,5.535,-61.342,1.346,-32.393,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.791693,0.053,-8.073,5.535,-61.326,1.373,-32.443,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.791693,-0.101,-8.241,5.698,-61.326,1.412,-32.476,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.8085895,-0.101,-8.241,5.698,-61.32,1.45,-32.503,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.8085895,-0.139,-8.317,5.622,-61.309,1.505,-32.563,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.8085895,-0.139,-8.317,5.622,-61.298,1.555,-32.624,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.823387,-0.345,-8.322,5.674,-61.293,1.593,-32.668,0.82425,-0.49234,0.15628,-0.23169
C3:16:82:EF:1B:48,1748091864.8252478,1.034,-7.389,6.996,-50.894,-1.368,-57.354,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.8252478,0.498,-7.633,6.551,-50.883,-1.329,-57.404,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.8252478,0.498,-7.633,6.551,-50.878,-1.285,-57.453,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.8252478,0.326,-7.705,6.642,-50.872,-1.236,-57.508,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.8252478,0.326,-7.705,6.642,-50.861,-1.176,-57.585,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.8400478,0.077,-7.724,6.656,-50.85,-1.126,-57.656,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.9229038,0.077,-7.724,6.656,-50.845,-1.071,-57.722,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.923895,-0.196,-7.714,6.656,-50.834,-1.038,-57.783,0.78851,-0.38779,0.20071,-0.43301
F3:89:79:49:6C:B3,1748091864.9259014,-0.345,-8.322,5.674,-61.282,1.637,-32.712,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.9259014,-0.388,-8.298,5.746,-61.276,1.648,-32.739,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.9259014,-0.388,-8.298,5.746,-61.26,1.664,-32.767,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.9259014,-0.426,-8.284,5.703,-61.265,1.659,-32.816,0.82425,-0.49234,0.15628,-0.23169
C3:16:82:EF:1B:48,1748091864.9259014,-0.196,-7.714,6.656,-50.817,-1.011,-57.838,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.9259014,-0.359,-7.666,6.9,-50.806,-1.0,-57.898,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.9259014,-0.359,-7.666,6.9,-50.806,-0.994,-57.964,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.9259014,-0.172,-7.724,6.867,-50.806,-0.978,-58.068,0.78851,-0.38779,0.20071,-0.43301
F3:89:79:49:6C:B3,1748091864.9259014,-0.426,-8.284,5.703,-61.265,1.653,-32.86,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.9259014,-0.488,-8.337,5.76,-61.271,1.664,-32.97,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.9259014,-0.488,-8.337,5.76,-61.282,1.67,-33.08,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.9259014,-0.412,-8.284,5.674,-61.298,1.631,-33.113,0.82425,-0.49234,0.15628,-0.23169
C3:16:82:EF:1B:48,1748091864.9259014,-0.172,-7.724,6.867,-50.812,-0.95,-58.2,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.9259014,0.096,-7.685,6.718,-50.823,-0.956,-58.299,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.9259014,0.096,-7.685,6.718,-50.834,-0.983,-58.354,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.9259014,0.393,-7.805,6.369,-50.845,-1.022,-58.398,0.78851,-0.38779,0.20071,-0.43301
F3:89:79:49:6C:B3,1748091864.9259014,-0.412,-8.284,5.674,-61.32,1.588,-33.146,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.9399903,-0.244,-8.38,5.617,-61.337,1.538,-33.151,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.9414077,-0.244,-8.38,5.617,-61.348,1.483,-33.151,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.9414077,-0.196,-8.26,5.325,-61.364,1.439,-33.157,0.82425,-0.49234,0.15628,-0.23169
C3:16:82:EF:1B:48,1748091864.9414077,0.393,-7.805,6.369,-50.856,-1.066,-58.425,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.9414077,0.373,-7.647,6.522,-50.867,-1.11,-58.453,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.9414077,0.373,-7.647,6.522,-50.872,-1.148,-58.486,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091864.9566011,0.575,-7.8,5.923,-50.883,-1.198,-58.491,0.78851,-0.38779,0.20071,-0.43301
F3:89:79:49:6C:B3,1748091864.9923923,-0.196,-8.26,5.325,-61.381,1.39,-33.162,0.82425,-0.49234,0.15628,-0.23169
F3:89:79:49:6C:B3,1748091864.9923923,-0.168,-8.346,5.411,-61.392,1.324,-33.113,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091864.9923923,-0.168,-8.346,5.411,-61.408,1.258,-33.063,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091864.9923923,-0.259,-8.317,5.31,-61.386,1.17,-32.959,0.82584,-0.48615,0.15567,-0.23944
C3:16:82:EF:1B:48,1748091865.015015,0.575,-7.8,5.923,-50.894,-1.263,-58.469,0.78851,-0.38779,0.20071,-0.43301
C3:16:82:EF:1B:48,1748091865.0160186,0.393,-7.81,5.646,-50.889,-1.34,-58.425,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.017015,0.393,-7.81,5.646,-50.861,-1.423,-58.354,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.0180182,0.019,-7.887,5.598,-50.812,-1.549,-58.217,0.78552,-0.37979,0.20114,-0.44513
F3:89:79:49:6C:B3,1748091865.029561,-0.259,-8.317,5.31,-61.37,1.082,-32.855,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.0302083,-0.239,-8.384,5.329,-61.315,0.917,-32.624,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.0312119,-0.239,-8.384,5.329,-61.26,0.753,-32.399,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.032212,-0.259,-8.217,5.186,-61.177,0.566,-32.201,0.82584,-0.48615,0.15567,-0.23944
C3:16:82:EF:1B:48,1748091865.0436127,0.019,-7.887,5.598,-50.746,-1.719,-58.024,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.133567,-0.316,-7.685,5.885,-50.663,-1.89,-57.854,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.1345627,-0.316,-7.685,5.885,-50.57,-2.071,-57.7,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.1345627,0.541,-7.594,6.024,-50.466,-2.252,-57.574,0.78552,-0.37979,0.20114,-0.44513
F3:89:79:49:6C:B3,1748091865.1358514,-0.259,-8.217,5.186,-61.095,0.379,-32.003,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.1365654,0.014,-8.169,5.325,-60.996,0.192,-31.849,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.1365654,0.014,-8.169,5.325,-60.903,0.005,-31.696,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.137941,0.728,-8.226,5.334,-60.793,-0.115,-31.608,0.82584,-0.48615,0.15567,-0.23944
C3:16:82:EF:1B:48,1748091865.138564,0.541,-7.594,6.024,-50.361,-2.428,-57.469,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.1395607,1.954,-7.518,6.594,-50.246,-2.571,-57.398,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.1405632,1.954,-7.518,6.594,-50.131,-2.692,-57.349,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.1416192,2.073,-7.475,6.838,-50.026,-2.758,-57.338,0.78552,-0.37979,0.20114,-0.44513
F3:89:79:49:6C:B3,1748091865.1425698,0.728,-8.226,5.334,-60.688,-0.242,-31.52,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.1425698,0.781,-8.212,5.43,-60.601,-0.264,-31.509,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.1425698,0.781,-8.212,5.43,-60.507,-0.291,-31.498,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.1425698,0.306,-8.27,5.612,-60.43,-0.291,-31.476,0.82584,-0.48615,0.15567,-0.23944
C3:16:82:EF:1B:48,1748091865.1425698,2.073,-7.475,6.838,-49.938,-2.774,-57.354,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.1425698,0.972,-7.604,6.68,-49.85,-2.785,-57.365,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.1425698,0.972,-7.604,6.68,-49.774,-2.785,-57.365,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.1425698,0.46,-7.633,6.823,-49.697,-2.802,-57.343,0.78552,-0.37979,0.20114,-0.44513
F3:89:79:49:6C:B3,1748091865.1425698,0.306,-8.27,5.612,-60.353,-0.297,-31.454,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.1425698,0.211,-8.298,5.631,-60.287,-0.33,-31.382,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.1425698,0.211,-8.298,5.631,-60.227,-0.363,-31.317,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.1425698,-0.01,-8.231,5.737,-60.172,-0.412,-31.267,0.82584,-0.48615,0.15567,-0.23944
C3:16:82:EF:1B:48,1748091865.1645312,0.46,-7.633,6.823,-49.625,-2.834,-57.299,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.1651733,0.163,-7.58,6.914,-49.559,-2.867,-57.266,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.166177,0.163,-7.58,6.914,-49.493,-2.911,-57.244,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.1671734,-0.177,-7.633,6.847,-49.438,-2.972,-57.217,0.78552,-0.37979,0.20114,-0.44513
F3:89:79:49:6C:B3,1748091865.2091103,-0.01,-8.231,5.737,-60.117,-0.461,-31.218,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.2111037,-0.172,-8.26,5.741,-60.084,-0.544,-31.157,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.2121065,-0.172,-8.26,5.741,-60.046,-0.626,-31.097,0.82584,-0.48615,0.15567,-0.23944
F3:89:79:49:6C:B3,1748091865.2131102,-0.048,-8.322,5.895,-60.007,-0.736,-31.047,0.82584,-0.48615,0.15567,-0.23944
C3:16:82:EF:1B:48,1748091865.2247877,-0.177,-7.633,6.847,-49.395,-3.049,-57.184,0.78552,-0.37979,0.20114,-0.44513
C3:16:82:EF:1B:48,1748091865.2258894,0.124,-7.695,6.742,-49.345,-3.137,-57.156,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.2268896,0.124,-7.695,6.742,-49.29,-3.235,-57.145,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.2288888,0.728,-7.475,7.614,-49.246,-3.329,-57.14,0.79214,-0.3783,0.17822,-0.44443
F3:89:79:49:6C:B3,1748091865.2396882,-0.048,-8.322,5.895,-59.969,-0.846,-31.003,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.241595,0.081,-8.222,6.043,-59.941,-0.945,-30.981,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.242593,0.081,-8.222,6.043,-59.919,-1.049,-30.959,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.2435951,0.268,-8.159,6.091,-59.947,-1.137,-30.932,0.83353,-0.48328,0.12793,-0.23495
C3:16:82:EF:1B:48,1748091865.254988,0.728,-7.475,7.614,-49.197,-3.417,-57.145,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.350214,0.934,-7.341,8.135,-49.186,-3.505,-57.14,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.3560379,0.934,-7.341,8.135,-49.197,-3.593,-57.123,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.3560379,0.848,-7.523,7.709,-49.23,-3.664,-57.123,0.79214,-0.3783,0.17822,-0.44443
F3:89:79:49:6C:B3,1748091865.3570664,0.268,-8.159,6.091,-59.974,-1.23,-30.899,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.3580642,0.168,-8.265,6.211,-60.046,-1.28,-30.916,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.3597226,0.168,-8.265,6.211,-60.112,-1.329,-30.927,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.3608742,-0.01,-8.26,6.12,-60.216,-1.351,-30.987,0.83353,-0.48328,0.12793,-0.23495
C3:16:82:EF:1B:48,1748091865.3608742,0.848,-7.523,7.709,-49.29,-3.708,-57.145,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.3608742,0.268,-7.523,7.623,-49.362,-3.746,-57.184,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.3608742,0.268,-7.523,7.623,-49.449,-3.768,-57.239,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.36294,0.311,-7.609,7.508,-49.548,-3.79,-57.316,0.79214,-0.3783,0.17822,-0.44443
F3:89:79:49:6C:B3,1748091865.36294,-0.01,-8.26,6.12,-60.309,-1.379,-31.042,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.36294,0.081,-8.346,6.201,-60.43,-1.406,-31.13,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.36294,0.081,-8.346,6.201,-60.551,-1.428,-31.218,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.36294,0.168,-8.27,6.163,-60.694,-1.494,-31.256,0.83353,-0.48328,0.12793,-0.23495
C3:16:82:EF:1B:48,1748091865.36294,0.311,-7.609,7.508,-49.658,-3.812,-57.404,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.36294,0.632,-7.513,7.518,-49.774,-3.856,-57.469,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.36294,0.632,-7.513,7.518,-49.905,-3.922,-57.508,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.36294,0.594,-7.451,7.403,-50.043,-4.005,-57.519,0.79214,-0.3783,0.17822,-0.44443
F3:89:79:49:6C:B3,1748091865.36294,0.168,-8.27,6.163,-60.837,-1.56,-31.289,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.36294,0.273,-8.198,6.081,-61.002,-1.659,-31.273,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.36294,0.532,-8.116,5.808,-61.177,-1.752,-31.289,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.36294,0.532,-8.116,5.808,-61.364,-1.835,-31.333,0.83353,-0.48328,0.12793,-0.23495
C3:16:82:EF:1B:48,1748091865.3732696,0.594,-7.451,7.403,-50.191,-4.109,-57.508,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.3732696,0.761,-7.35,7.25,-50.35,-4.202,-57.524,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.3742905,0.761,-7.35,7.25,-50.521,-4.29,-57.568,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.3752885,1.24,-7.479,6.756,-50.713,-4.373,-57.623,0.79214,-0.3783,0.17822,-0.44443
F3:89:79:49:6C:B3,1748091865.3891113,0.618,-8.207,5.693,-61.562,-1.923,-31.382,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.3900979,0.618,-8.207,5.693,-61.76,-2.005,-31.437,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.3910997,0.804,-8.15,5.215,-61.968,-2.082,-31.492,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.3931088,0.804,-8.15,5.215,-62.177,-2.159,-31.542,0.83353,-0.48328,0.12793,-0.23495
C3:16:82:EF:1B:48,1748091865.4041002,1.24,-7.479,6.756,-50.9,-4.455,-57.678,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.4050972,1.595,-7.441,6.369,-51.103,-4.537,-57.717,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.4061003,1.595,-7.441,6.369,-51.306,-4.62,-57.761,0.79214,-0.3783,0.17822,-0.44443
C3:16:82:EF:1B:48,1748091865.4070997,1.968,-7.527,5.43,-51.498,-4.658,-57.832,0.79214,-0.3783,0.17822,-0.44443
F3:89:79:49:6C:B3,1748091865.448871,0.958,-8.145,4.884,-62.386,-2.208,-31.608,0.83353,-0.48328,0.12793,-0.23495
F3:89:79:49:6C:B3,1748091865.449866,0.958,-8.145,4.884,-62.584,-2.247,-31.685,0.81964,-0.50342,0.12537,-0.2428
F3:89:79:49:6C:B3,1748091865.4508772,0.948,-7.939,4.563,-62.759,-2.263,-31.761,0.81964,-0.50342,0.12537,-0.2428
F3:89:79:49:6C:B3,1748091865.4518692,0.948,-7.939,4.563,-62.919,-2.274,-31.833,0.81964,-0.50342,0.12537,-0.2428
C3:16:82:EF:1B:48,1748091865.4649026,1.968,-7.527,5.43,-51.696,-4.697,-57.898,0.79214,-0.3783,0.17822,-0.44443
