address,timestamp,AccX,AccY,AccZ,AngX,AngY,AngZ,Q0,Q1,Q2,Q3
F3:89:79:49:6C:B3,1748784602.1960447,4.252,-3.62,6.905,-12.98,-36.568,-95.306,-0.57996,0.31366,0.16391,0.73367
F3:89:79:49:6C:B3,1748784602.197046,4.252,-3.62,6.905,-13.744,-36.046,-94.598,-0.57996,0.31366,0.16391,0.73367
F3:89:79:49:6C:B3,1748784602.1980503,3.338,-4.884,6.953,-14.183,-35.513,-94.191,-0.57996,0.31366,0.16391,0.73367
F3:89:79:49:6C:B3,1748784602.1990502,3.338,-4.884,6.953,-14.31,-34.98,-94.087,-0.57996,0.31366,0.16391,0.73367
C3:16:82:EF:1B:48,1748784602.2421262,-3.395,-3.783,2.083,-24.521,-47.208,175.062,0.14484,0.42825,-0.00473,0.89191
C3:16:82:EF:1B:48,1748784602.243189,-2.399,-4.338,3.572,-24.67,-47.411,174.534,0.14484,0.42825,-0.00473,0.89191
C3:16:82:EF:1B:48,1748784602.2451248,-2.399,-4.338,3.572,-24.752,-47.104,174.37,0.14484,0.42825,-0.00473,0.89191
C3:16:82:EF:1B:48,1748784602.246121,1.12,-4.262,6.139,-24.593,-46.467,174.446,0.14484,0.42825,-0.00473,0.89191
F3:89:79:49:6C:B3,1748784602.256983,1.867,-5.037,5.942,-14.271,-34.525,-94.153,-0.57996,0.31366,0.16391,0.73367
F3:89:79:49:6C:B3,1748784602.2579834,1.867,-5.037,5.942,-14.068,-34.135,-94.389,-0.57996,0.31366,0.16391,0.73367
F3:89:79:49:6C:B3,1748784602.258978,1.101,-4.587,5.315,-13.898,-33.827,-94.62,-0.57996,0.31366,0.16391,0.73367
F3:89:79:49:6C:B3,1748784602.2599823,1.101,-4.587,5.315,-13.766,-33.585,-94.845,-0.57996,0.31366,0.16391,0.73367
C3:16:82:EF:1B:48,1748784602.2713735,1.12,-4.262,6.139,-24.456,-45.862,174.54,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.2724307,2.365,-3.079,6.086,-24.45,-45.406,174.803,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.2743707,2.365,-3.079,6.086,-24.456,-44.984,175.078,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.2743707,2.49,-1.896,6.584,-24.582,-44.703,175.518,0.12741,0.37552,-0.21411,0.89264
F3:89:79:49:6C:B3,1748784602.2870371,1.542,-3.165,5.66,-13.705,-33.409,-95.01,-0.57996,0.31366,0.16391,0.73367
F3:89:79:49:6C:B3,1748784602.3729484,1.542,-3.165,5.66,-13.711,-33.3,-95.114,-0.57996,0.31366,0.16391,0.73367
F3:89:79:49:6C:B3,1748784602.3739476,2.088,-2.744,6.086,-13.771,-33.267,-95.158,-0.57996,0.31366,0.16391,0.73367
F3:89:79:49:6C:B3,1748784602.3739476,2.088,-2.744,6.086,-13.892,-33.3,-95.147,-0.57996,0.31366,0.16391,0.73367
C3:16:82:EF:1B:48,1748784602.3759432,2.49,-1.896,6.584,-24.708,-44.451,175.963,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.3759432,3.96,-1.877,7.192,-25.005,-44.346,176.594,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.376943,3.96,-1.877,7.192,-25.296,-44.275,177.215,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.377945,5.693,-2.016,7.58,-25.664,-44.264,177.907,0.12741,0.37552,-0.21411,0.89264
F3:89:79:49:6C:B3,1748784602.3789454,4.233,-3.036,6.498,-14.079,-33.409,-95.076,-0.57996,0.31366,0.16391,0.73367
F3:89:79:49:6C:B3,1748784602.3799489,4.233,-3.036,6.498,-14.337,-33.591,-94.955,-0.57996,0.31366,0.16391,0.73367
F3:89:79:49:6C:B3,1748784602.3799489,7.087,-3.606,7.168,-14.606,-33.777,-94.828,-0.6152,0.29324,0.10556,0.72406
F3:89:79:49:6C:B3,1748784602.38095,7.087,-3.606,7.168,-14.875,-33.981,-94.708,-0.6152,0.29324,0.10556,0.72406
C3:16:82:EF:1B:48,1748784602.381947,5.693,-2.016,7.58,-26.027,-44.28,178.583,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.3829453,5.818,-2.274,6.986,-26.219,-44.28,179.083,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.3839424,5.818,-2.274,6.986,-26.406,-44.291,179.566,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.384942,5.669,-2.207,6.776,-26.257,-44.264,179.725,0.12741,0.37552,-0.21411,0.89264
F3:89:79:49:6C:B3,1748784602.3859115,8.164,-3.721,7.877,-15.057,-34.14,-94.686,-0.6152,0.29324,0.10556,0.72406
F3:89:79:49:6C:B3,1748784602.3859115,8.164,-3.721,7.877,-15.145,-34.255,-94.763,-0.6152,0.29324,0.10556,0.72406
F3:89:79:49:6C:B3,1748784602.3859115,7.192,-3.73,7.848,-15.117,-34.327,-94.944,-0.6152,0.29324,0.10556,0.72406
F3:89:79:49:6C:B3,1748784602.3859115,7.192,-3.73,7.848,-14.974,-34.343,-95.224,-0.6152,0.29324,0.10556,0.72406
C3:16:82:EF:1B:48,1748784602.3859115,5.669,-2.207,6.776,-26.109,-44.247,179.868,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.3859115,7.168,-2.519,7.436,-25.779,-44.182,179.857,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.3859115,7.168,-2.519,7.436,-25.45,-44.132,179.83,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.3859115,7.053,-1.992,7.714,-25.12,-44.017,179.835,0.12741,0.37552,-0.21411,0.89264
F3:89:79:49:6C:B3,1748784602.4032068,6.349,-3.864,7.479,-14.804,-34.327,-95.504,-0.6152,0.29324,0.10556,0.72406
F3:89:79:49:6C:B3,1748784602.4032068,6.349,-3.864,7.479,-14.612,-34.283,-95.784,-0.6152,0.29324,0.10556,0.72406
F3:89:79:49:6C:B3,1748784602.4032068,6.043,-3.079,7.513,-14.436,-34.222,-96.031,-0.6152,0.29324,0.10556,0.72406
F3:89:79:49:6C:B3,1748784602.4032068,6.043,-3.079,7.513,-14.266,-34.156,-96.246,-0.6152,0.29324,0.10556,0.72406
C3:16:82:EF:1B:48,1748784602.4208,7.053,-1.992,7.714,-24.785,-43.918,179.835,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.4208,6.139,-1.221,8.514,-24.483,-43.808,179.868,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.4208,6.139,-1.221,8.514,-24.181,-43.704,179.896,0.12741,0.37552,-0.21411,0.89264
C3:16:82:EF:1B:48,1748784602.4208,6.043,-0.675,8.633,-23.967,-43.599,179.978,0.12741,0.37552,-0.21411,0.89264
F3:89:79:49:6C:B3,1748784602.4356627,5.77,-2.308,7.398,-14.112,-34.091,-96.449,-0.6152,0.29324,0.10556,0.72406
F3:89:79:49:6C:B3,1748784602.4356627,5.77,-2.308,7.398,-13.98,-34.03,-96.636,-0.6152,0.29324,0.10556,0.72406
F3:89:79:49:6C:B3,1748784602.4356627,5.009,-2.088,7.149,-13.903,-33.981,-96.79,-0.6152,0.29324,0.10556,0.72406
F3:89:79:49:6C:B3,1748784602.4356627,5.009,-2.088,7.149,-13.876,-33.942,-96.905,-0.6152,0.29324,0.10556,0.72406
