address,timestamp,AccX,AccY,AccZ,Q0,Q1,Q2,Q3
C3:16:82:EF:1B:48,1748009015.8317156,0.12,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.8327138,0.12,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.8337152,0.12,-0.043,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.855463,0.12,-0.043,10.056,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009015.8633208,-0.014,-0.043,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.8643074,-0.014,-0.043,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.8643074,-0.01,-0.043,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.8643074,-0.01,-0.043,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.8643074,-0.01,-0.038,9.96,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.8643074,-0.01,-0.038,9.96,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.8643074,-0.034,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.8643074,-0.034,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009015.8795583,0.12,-0.043,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.8805604,0.12,-0.043,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.8805604,0.11,-0.062,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.9025567,0.11,-0.062,10.06,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009015.9025567,-0.043,-0.038,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.9035642,-0.038,-0.029,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.904562,-0.038,-0.029,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.904562,-0.024,-0.034,9.969,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009015.907563,0.096,-0.067,10.07,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.907563,0.096,-0.067,10.07,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.907563,0.105,-0.057,10.065,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.907563,0.105,-0.057,10.065,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.938137,0.11,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.9391332,0.11,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.940136,0.12,-0.057,10.051,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009015.9411345,0.12,-0.057,10.051,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009015.9541888,-0.024,-0.034,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.95561,-0.024,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.9566102,-0.024,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.9576094,-0.014,-0.048,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.9844115,-0.014,-0.048,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.9850526,-0.019,-0.038,9.96,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.9860525,-0.019,-0.038,9.96,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009015.9880564,-0.019,-0.034,9.969,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009015.9981334,0.12,-0.057,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.0001526,0.12,-0.057,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.0021515,0.12,-0.048,10.051,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.029513,0.12,-0.048,10.051,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009016.0317225,-0.019,-0.034,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.0325112,-0.019,-0.038,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.0335135,-0.019,-0.038,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.0348716,-0.029,-0.034,9.965,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009016.0355098,0.115,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.0594237,0.115,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.0604234,0.105,-0.048,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.075032,0.105,-0.048,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.075032,0.105,-0.057,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.0893755,0.105,-0.057,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.0952885,0.105,-0.057,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.0963123,0.105,-0.057,10.06,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009016.0973046,-0.029,-0.034,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.098304,-0.029,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.0993059,-0.029,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.0993059,-0.029,-0.043,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.1034038,-0.029,-0.043,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.1044242,-0.024,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.1054225,-0.024,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.106339,-0.024,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009016.1117039,0.11,-0.053,10.065,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.1200616,0.11,-0.053,10.065,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.121083,0.11,-0.057,10.065,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.121083,0.11,-0.057,10.065,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009016.134033,-0.024,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.134033,-0.024,-0.034,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.1350346,-0.024,-0.034,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.1350346,-0.029,-0.043,9.969,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009016.1489596,0.11,-0.053,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.1503153,0.11,-0.053,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.1509564,0.11,-0.057,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.1523123,0.11,-0.057,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.1794536,0.12,-0.062,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.1808484,0.12,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.1822171,0.12,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.182849,0.115,-0.043,10.06,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009016.2140872,-0.029,-0.043,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.2150912,-0.019,-0.038,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.216091,-0.019,-0.038,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.2170906,-0.019,-0.034,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.2230878,-0.019,-0.034,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.2240963,-0.019,-0.034,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.225085,-0.019,-0.034,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.226091,-0.038,-0.043,9.969,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009016.2398772,0.115,-0.043,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.2413642,0.11,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.2554789,0.11,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.2700963,0.11,-0.062,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.272133,0.11,-0.062,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.272133,0.11,-0.067,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.2731178,0.11,-0.067,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.2740917,0.11,-0.053,10.051,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009016.2753794,-0.038,-0.043,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.2753794,-0.034,-0.043,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.2753794,-0.034,-0.043,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.2753794,-0.024,-0.034,9.974,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009016.288379,0.11,-0.053,10.051,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.288379,0.115,-0.048,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.355108,0.115,-0.048,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.3691418,0.12,-0.053,10.056,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009016.3883739,-0.024,-0.034,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.3883739,-0.01,-0.034,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.395528,-0.01,-0.034,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.3965557,-0.024,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.3965557,-0.024,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.398546,-0.024,-0.048,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.3999043,-0.024,-0.048,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.3999043,-0.024,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009016.3999043,0.12,-0.053,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.3999043,0.115,-0.053,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.3999043,0.115,-0.053,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.403723,0.115,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.4047437,0.115,-0.053,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.4057443,0.115,-0.057,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.406476,0.115,-0.057,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.407643,0.11,-0.053,10.051,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009016.407643,-0.024,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.408638,-0.024,-0.034,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.409642,-0.024,-0.034,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.409642,-0.029,-0.043,9.969,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009016.4188523,0.11,-0.053,10.051,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.4199803,0.105,-0.062,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.4210641,0.105,-0.062,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.4230661,0.096,-0.057,10.065,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009016.4345653,-0.029,-0.043,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.435562,-0.019,-0.034,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.4370248,-0.019,-0.034,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.4380507,-0.029,-0.024,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.4642522,-0.029,-0.024,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.4653707,-0.034,-0.034,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.4672484,-0.034,-0.034,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.468249,-0.029,-0.043,9.969,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009016.4792428,0.096,-0.057,10.065,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.4802449,0.105,-0.062,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.48224,0.105,-0.062,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.4832437,0.12,-0.057,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.5086658,0.12,-0.057,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.5086658,0.12,-0.053,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.5096693,0.12,-0.053,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.5096693,0.115,-0.048,10.056,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009016.5266652,-0.029,-0.043,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.5276659,-0.014,-0.048,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.5276659,-0.014,-0.048,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.5286708,-0.01,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009016.5381222,0.115,-0.048,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.539119,0.11,-0.057,10.051,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.552668,0.11,-0.057,10.051,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.5536811,0.105,-0.062,10.06,0.021,-0.00565,0.00269,-0.99973
F3:89:79:49:6C:B3,1748009016.5536811,-0.01,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.5546772,-0.014,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.5546772,-0.014,-0.038,9.969,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.5556793,-0.029,-0.043,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.5844326,-0.029,-0.043,9.965,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.5864305,-0.034,-0.034,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.5874305,-0.034,-0.034,9.974,0.52112,6e-05,0.00232,-0.85342
F3:89:79:49:6C:B3,1748009016.5884316,-0.024,-0.029,9.965,0.52112,6e-05,0.00232,-0.85342
C3:16:82:EF:1B:48,1748009016.5993173,0.105,-0.062,10.06,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.600636,0.105,-0.057,10.065,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.6023154,0.105,-0.057,10.065,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.6033187,0.105,-0.053,10.065,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.6291597,0.105,-0.053,10.065,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.6301599,0.11,-0.057,10.056,0.021,-0.00565,0.00269,-0.99973
C3:16:82:EF:1B:48,1748009016.6311545,0.11,-0.057,10.056,0.021,-0.00565,0.00269,-0.99973
