timestamp,AccX,AccY,AccZ,AngX,AngY,AngZ,Q0,Q1,Q2,Q3
1745149926.331446,-0.053,0.139,9.969,0.731,0.308,-35.024,0.95358,0.0069,0.00064,-0.3009
1745149926.4236526,-0.057,0.124,9.946,0.731,0.308,-35.024,0.95358,0.0069,0.00064,-0.3009
1745149926.5411775,-0.057,0.134,9.969,0.736,0.308,-35.024,0.95358,0.00693,0.00064,-0.3009
1745149926.6325111,-0.043,0.139,9.965,0.736,0.308,-35.024,0.95358,0.00693,0.00064,-0.3009
1745149926.781828,-0.053,0.134,9.965,0.736,0.313,-35.024,0.95358,0.00696,0.00064,-0.3009
1745149926.8667424,-0.053,0.134,9.969,0.742,0.313,-35.024,0.95358,0.00699,0.00064,-0.30093
1745149926.930741,-0.062,0.129,9.965,0.742,0.313,-35.024,0.95358,0.00699,0.00064,-0.30093
1745149927.0635903,-0.048,0.124,9.974,0.742,0.313,-35.024,0.95355,0.00702,0.00064,-0.30093
1745149927.1417427,-0.057,0.124,9.969,0.747,0.313,-35.024,0.95355,0.00702,0.00064,-0.30093
1745149927.232277,-0.062,0.124,9.965,0.747,0.313,-35.024,0.95355,0.00702,0.00064,-0.30093
1745149927.3950694,-0.053,0.134,9.984,0.747,0.313,-35.03,0.95355,0.00705,0.00064,-0.30093
1745149927.471644,-0.053,0.144,9.969,0.747,0.313,-35.03,0.95355,0.00705,0.00064,-0.30093
1745149927.5308068,-0.048,0.134,9.965,0.747,0.313,-35.03,0.95355,0.00705,0.00064,-0.30093
1745149927.6212451,-0.053,0.134,9.979,0.747,0.313,-35.03,0.95355,0.00705,0.00064,-0.30096
1745149927.7415087,-0.067,0.115,9.965,0.747,0.313,-35.03,0.95355,0.00705,0.00064,-0.30096
1745149927.8418095,-0.057,0.12,9.965,0.753,0.313,-35.03,0.95355,0.00708,0.00061,-0.30096
1745149927.9808493,-0.043,0.129,9.965,0.753,0.313,-35.03,0.95355,0.00708,0.00061,-0.30096
1745149928.0971253,-0.043,0.134,9.979,0.753,0.313,-35.03,0.95355,0.00708,0.00061,-0.30096
1745149928.161563,-0.043,0.139,9.955,0.753,0.313,-35.03,0.95355,0.00708,0.00061,-0.30096
1745149928.2215805,-0.048,0.139,9.974,0.753,0.313,-35.03,0.95355,0.00711,0.00061,-0.30096
1745149928.3422053,-0.067,0.12,9.96,0.753,0.308,-35.03,0.95355,0.00711,0.00061,-0.30096
1745149928.4633691,-0.048,0.129,9.965,0.758,0.308,-35.03,0.95355,0.00711,0.00061,-0.30096
1745149928.550909,-0.048,0.129,9.974,0.758,0.308,-35.03,0.95355,0.00711,0.00061,-0.30096
1745149928.6416793,-0.053,0.129,9.969,0.758,0.308,-35.03,0.95355,0.00711,0.00061,-0.30096
1745149928.7612414,-0.053,0.129,9.96,0.758,0.308,-35.03,0.95355,0.00711,0.00058,-0.30096
1745149928.8232372,-0.053,0.129,9.974,0.758,0.308,-35.03,0.95355,0.00711,0.00058,-0.30096
1745149928.9419608,-0.053,0.134,9.965,0.758,0.308,-35.03,0.95355,0.00714,0.00058,-0.30096
1745149929.0311759,-0.053,0.134,9.974,0.758,0.308,-35.03,0.95355,0.00714,0.00058,-0.30096
1745149929.1528206,-0.148,-0.359,9.979,0.753,0.297,-33.843,0.95435,0.00656,0.0014,-0.29843
1745149929.2939038,0.474,0.929,11.009,3.807,-3.06,-28.965,0.95435,0.00656,0.0014,-0.29843
1745149929.3722532,2.188,-0.565,10.688,-0.846,-11.761,-29.048,0.95435,0.00656,0.0014,-0.29843
1745149929.4517488,4.424,-2.016,8.844,-7.899,-22.456,-30.262,0.94638,-0.11649,-0.15781,-0.25653
1745149929.5709095,3.725,-1.772,9.136,-11.481,-27.883,-35.695,0.94638,-0.11649,-0.15781,-0.25653
1745149929.6392052,5.55,-4.98,8.662,-35.733,-36.343,-35.541,0.8894,-0.24652,-0.18829,-0.3356
1745149929.7519763,11.277,-7.001,-1.389,-86.221,-52.125,-29.048,0.8894,-0.24652,-0.18829,-0.3356
1745149929.8589282,13.58,-4.199,-5.21,-123.788,-61.155,-41.946,0.54471,-0.68484,-0.15378,-0.4588
1745149929.9914849,10.74,0.335,-2.102,-102.338,-69.972,-64.402,0.54471,-0.68484,-0.15378,-0.4588
1745149930.063425,6.948,-1.207,0.417,-107.803,-75.899,-67.231,0.54471,-0.68484,-0.15378,-0.4588
1745149930.201653,2.246,0.819,0.642,-52.202,-78.008,-116.488,0.10065,-0.68668,0.03775,-0.7189
1745149930.3159595,1.81,-1.571,1.207,-20.473,-70.741,-135.39,0.10065,-0.68668,0.03775,-0.7189
1745149930.391549,-0.584,4.022,5.315,-29.789,-63.111,-118.246,0.10065,-0.68668,0.03775,-0.7189
1745149930.4420035,3.428,6.311,-3.165,-61.529,-68.428,-84.04,0.10065,-0.68668,0.03775,-0.7189
1745149930.561501,8.519,7.767,-15.534,-120.569,-63.649,-37.864,0.3205,-0.6644,-0.06152,-0.67227
1745149930.677945,15.261,-7.432,-27.749,-143.86,-45.791,-40.562,0.3205,-0.6644,-0.06152,-0.67227
1745149930.8307493,7.532,-15.371,-7.748,-126.865,-48.29,-74.987,0.3205,-0.6644,-0.06152,-0.67227
1745149930.925677,1.958,-2.94,-2.006,-107.65,-55.47,-99.283,0.3205,-0.6644,-0.06152,-0.67227
1745149930.9815946,5.918,-4.583,0.0,-98.668,-55.739,-109.243,0.3205,-0.6644,-0.06152,-0.67227
1745149931.0601087,7.575,-4.381,0.508,-93.56,-56.728,-115.208,0.03156,-0.62418,0.37424,-0.68503
1745149931.1623511,6.785,-2.389,0.943,-89.577,-57.415,-116.038,0.03156,-0.62418,0.37424,-0.68503
1745149931.3130105,9.208,-3.96,0.579,-90.857,-57.832,-111.429,0.03156,-0.62418,0.37424,-0.68503
